Material-ID,Chemical_Formula,Temp_critical
S-2387,Nd0.95Ca0.025Pr0.025Ba2Cu3O6.95,86.1
S-14900,Nd0.95La0.9Ce0.15Cu1O4,20.2
S-11822,Nd0.95La0.9Th0.15Cu1O4,16
S-1966,Nd0.95Pr0.05Ba2Cu3O6.6,4.1
S-15553,Nd0.95Pr0.05Ba2Cu3O6.65,26.7
S-15988,Nd0.95Pr0.05Ba2Cu3O6.75,45.8
S-1139,Nd0.95Pr0.05Ba2Cu3O6.85,57.2
S-4826,Nd0.97Pr0.03Ba2Cu3O7,85.1
S-9915,Nd0.9Ba1.7Ca0.4Cu3O6.801,72
S-13135,Nd0.9Ba1.7Sr0.4Cu3O6.666,82
S-851,Nd0.9Ca0.05Pr0.05Ba2Cu3O6.95,81.4
S-884,Nd0.9Ca0.1Ba0.6La0.4Cu3O6.7,54.5
S-4974,Nd0.9Ca0.1Ba1Sr1Cu3O6.85,71
S-15885,Nd0.9Ca0.1Ba2Cu3O6.63,84.5
S-9963,Nd0.9Pr0.1Ba1Ca1Cu3O7,35
S-13691,Nd0.9Pr0.1Ba2Cu3O6.65,16.8
S-416,Nd0.9Pr0.1Ba2Cu3O6.75,35.9
S-8613,Nd0.9Pr0.1Ba2Cu3O6.85,48.3
S-9973,Nd1.08Ba1.92Cu3O6.17,77.5
S-2434,Nd1.11Gd0.74Ce0.15Cu1O4,15
S-11737,Nd1.15Ba1.85Cu3O6.96,76.8
S-8943,Nd1.15La0.7Ce0.15Cu1O4,19
S-8308,Nd1.1Ba1.5Ca0.4Cu3O6.864,54
S-4495,Nd1.1Ba1.7Ca0.2Cu3O6.894,65
S-8400,Nd1.1Ba1.7Sr0.2Cu3O6.858,70
S-3676,Nd1.1Ba1.9Cu3O6.9,92
S-5147,Nd1.1Ba1.9Cu3O6.935,76
S-15,Nd1.1Ba1.9Cu3O6.96,87.6
S-8120,Nd1.1Ba1.9Cu3O7.05,65.5
S-10504,Nd1.25Ba1.75Cu3O6.99,52.7
S-11090,Nd1.25La0.6Ce0.15Cu1O4,23
S-11468,Nd1.25La0.6Th0.15Cu1O4,18
S-8174,Nd1.295Gd0.555Ce0.15Cu1O4,17
S-6130,Nd1.2Ba1.4Ca0.4Cu3O6.888,40
S-15410,Nd1.2Ba1.4Sr0.4Cu3O6.731,65
S-8821,Nd1.2Ba1.4Sr0.4Cu3O6.789,41
S-14847,Nd1.2Ba1.6Ca0.2Cu3O6.929,51
S-6517,Nd1.2Ba1.6Sr0.2Cu3O6.885,45
S-13222,Nd1.2Ba1.8Cu3O6.91,47.6
S-2657,Nd1.2Ba1.8Cu3O6.954,50
S-4521,Nd1.2Ba1.8Cu3O6.96,80
S-14507,Nd1.2Ba1.8Cu3O7.1,43.5
S-8564,Nd1.32Sr0.41Ce0.27Cu1O4,24
S-4052,Nd1.35Ba1.65Cu3O7.02,35.9
S-1027,Nd1.35La0.5Ce0.15Cu1O4,19.1
S-12238,Nd1.3Ba1.3Ca0.4Cu3O6.912,13
S-353,Nd1.3Ba1.3Sr0.4O6.828,35
S-3048,Nd1.3Ba1.5Ca0.2Cu3O6.952,36
S-7666,Nd1.3Ba1.5Sr0.2Cu3O6.917,36
S-16183,Nd1.3Ba1.7Cu3O6.987,33
S-2712,Nd1.3Ba1.7Cu3O7,69
S-2038,Nd1.3Ba1.7Cu3O7.14,32
S-10035,Nd1.45Ba1.55Cu3O7.08,26.5
S-3497,Nd1.48Gd0.37Ce0.15Cu1O4,18
S-8831,Nd1.48Tb0.38Ce0.15Cu1O4,8
S-2433,Nd1.4Ba1.6Cu3O7.09,38
S-740,Nd1.4Cu1O4,27.85
S-9843,Nd1.4Pr0.6Ba4Cu7O14.541,41
S-5945,Nd1.55La0.3Ce0.15Cu1O4,23.35
S-9028,Nd1.55La0.3Th0.15Cu1O4,22
S-5132,Nd1.55Sm0.3Ce0.15Cu1O3.972,21.8
S-11234,Nd1.5725Y0.2775Ce0.15Cu1O4,10.5
S-11845,Nd1.5Ba1.5Cu3O7.12,15.4
S-2649,Nd1.5Ba1.5Cu3O7.14,20
S-3251,Nd1.5Ce0.5Sr2Cu2Nb1O10,24.07
S-5205,Nd1.5Ce0.5Sr2Ta1Cu2O10,25
S-3440,Nd1.65La0.2Ce0.15Cu1O4,21.2
S-3246,Nd1.65Sm0.2Ce0.15Cu1O3.971,21.6
S-3259,Nd1.65Y0.2Ce0.15Cu1O4,17.3
S-6695,Nd1.665Gd0.185Ce0.15Cu1O4,19
S-8369,Nd1.665Tb0.185Ce0.15Cu1O4,13.5
S-12647,Nd1.665Y0.185Ce0.15Cu1O4,16
S-3880,Nd1.6Pr0.4Ba4Cu7O14.603,48
S-1676,Nd1.72Ta3.28S2,4.3
S-6473,Nd1.7575Y0.0925Ce0.15Cu1O4,18
S-16328,Nd1.75La0.1Ce0.15Cu1O4,20
S-14215,Nd1.75Sm0.1Ce0.15Cu1O3.972,22.2
S-4024,Nd1.75Y0.1Ce0.15Cu1O4,21
S-651,Nd1.7945Y0.0555Ce0.15Cu1O4,19
S-10415,Nd1.7Cu1O4,30.7
S-13843,Nd1.8315Y0.0185Ce0.15Cu1O4,20
S-706,Nd1.83Ce0.17Cu1O4,12.8
S-732,Nd1.847Ce0.153Cu1O4,22.5
S-7809,Nd1.84Ce0.16Cu1O3.96,16.1
S-5123,Nd1.85Ce0.15Cu0.91Mn0.09O4,17.9
S-14964,Nd1.85Ce0.15Cu0.95Zn0.05O4,8
S-13745,Nd1.85Ce0.15Cu0.96Mn0.04O4,21
S-13312,Nd1.85Ce0.15Cu0.96Zn0.04O4,9.5
S-4860,Nd1.85Ce0.15Cu0.975Zn0.025O4,12
S-6714,Nd1.85Ce0.15Cu0.97Zn0.03O4,11
S-15880,Nd1.85Ce0.15Cu0.985Fe0.015O4,6.5
S-13206,Nd1.85Ce0.15Cu0.985Zn0.015O4,14
S-12678,Nd1.85Ce0.15Cu0.987Zn0.013O4,14.5
S-6391,Nd1.85Ce0.15Cu0.98Mn0.02O4,21.1
S-7819,Nd1.85Ce0.15Cu0.98Zn0.02O4,10.85
S-9126,Nd1.85Ce0.15Cu0.993Ni0.007O4,6.37
S-8238,Nd1.85Ce0.15Cu0.994Co0.006O4,4.3
S-12122,Nd1.85Ce0.15Cu0.994Ni0.006O4,8.4
S-2793,Nd1.85Ce0.15Cu0.995Co0.005O4,7.3
S-15290,Nd1.85Ce0.15Cu0.995Fe0.005O4,16.5
S-1043,Nd1.85Ce0.15Cu0.995Mn0.005O4,22.1
S-3185,Nd1.85Ce0.15Cu0.995Ni0.005O4,11.6
S-2747,Nd1.85Ce0.15Cu0.995Zn0.005O4,18
S-10848,Nd1.85Ce0.15Cu0.996Co0.004O4,10.4
S-6876,Nd1.85Ce0.15Cu0.996Ni0.004O4,13.5
S-2628,Nd1.85Ce0.15Cu0.996Zn0.004O4,18.1
S-717,Nd1.85Ce0.15Cu0.997Ni0.003O4,15.65
S-9491,Nd1.85Ce0.15Cu0.998Co0.002O4,15.45
S-15312,Nd1.85Ce0.15Cu0.998Fe0.002O4,19.5
S-9445,Nd1.85Ce0.15Cu0.998Ni0.002O4,17.3
S-1856,Nd1.85Ce0.15Cu0.999Co0.001O4,15.5
S-2951,Nd1.85Ce0.15Cu0.999Ni0.001O4,19.75
S-5645,Nd1.85Ce0.15Cu0.99Fe0.01O4,13
S-15558,Nd1.85Ce0.15Cu0.99Zn0.01O4,15.3
S-5603,Nd1.85Ce0.15Cu1O3.93,24
S-6886,Nd1.85Ce0.15Cu1O3.95,22.1
S-4700,Nd1.85Ce0.15Cu1O3.97,20
S-6195,Nd1.85Ce0.15Cu1O3.971,21.6
S-13218,Nd1.85Ce0.15Cu1O4,21.62
S-9660,Nd1.85Ce0.15Cu1O4.014,25
S-15254,Nd1.85Ce0.15Cu1O4.026,21.1
S-16209,Nd1.85Ce0.15Cu1O4.028,21.1
S-11529,Nd1.85Ce0.15Cu1O4.03,19.3
S-1083,Nd1.85Ce0.15Cu1O4.034,18.1
S-5037,Nd1.85Ce0.15Cu1O4.037,9.1
S-11016,Nd1.85Ce0.15Cu1O4.045,0
S-1312,Nd1.85Th0.15Cu1O3.98,17
S-10473,Nd1.85Th0.15Cu1O4,22.5
S-12601,Nd1.85Y0.15Cu1O4,21
S-13146,Nd1.86Ce0.14Cu1O3.96,21.3
S-1002,Nd1.86Ce0.14Cu1O4,22.9
S-12626,Nd1.8Cu1O4,31.3
S-9398,Nd1.8Pr0.2Ba4Cu7O14.587,56
S-9137,Nd1Ba1.2Sr0.8Cu3O6.97,66.9
S-6872,Nd1Ba1.4Sr0.6Cu3O6.94,75
S-13591,Nd1Ba1.6Ca0.4Cu3O6.828,65
S-3063,Nd1Ba1.6Sr0.4Cu3O6.721,78.5
S-10934,Nd1Ba1.6Sr0.4Cu3O6.94,86
S-8383,Nd1Ba1.7La0.3O6.77,57.5
S-11581,Nd1Ba1.8Ca0.2Cu3O6.866,73
S-9573,Nd1Ba1.8Sr0.2Cu3O6.927,82
S-1729,Nd1Ba1.8Sr0.2Cu3O6.96,91.1
S-9195,Nd1Ba1Ca1Cu3O7,35
S-5161,Nd1Ba1Sr1Cu3O6.92,64
S-2572,Nd1Ba1Sr1Cu3O6.94,74
S-11670,Nd1Ba1Sr1Cu3O7.02,49.9
S-3522,Nd1Ba2Cu2.85Ga0.15O6.62,23
S-5203,Nd1Ba2Cu2.95Ga0.05O6.59,53
S-9377,Nd1Ba2Cu2.9Ga0.1O6.61,38
S-11807,Nd1Ba2Cu3O6.09,90.5
S-6482,Nd1Ba2Cu3O6.23,60.5
S-4140,Nd1Ba2Cu3O6.6,14
S-1683,Nd1Ba2Cu3O6.65,34.3
S-440,Nd1Ba2Cu3O6.67,29
S-14141,Nd1Ba2Cu3O6.75,52.8
S-6437,Nd1Ba2Cu3O6.76,94
S-8135,Nd1Ba2Cu3O6.78,63
S-15308,Nd1Ba2Cu3O6.81,91.7
S-10186,Nd1Ba2Cu3O6.82,95
S-6543,Nd1Ba2Cu3O6.84,93
S-14408,Nd1Ba2Cu3O6.85,67.4
S-3489,Nd1Ba2Cu3O6.86,78.6
S-10635,Nd1Ba2Cu3O6.93,91.5
S-5120,Nd1Ba2Cu3O6.94,90
S-9390,Nd1Ba2Cu3O6.95,89
S-15381,Nd1Ba2Cu3O6.98,91
S-11830,Nd1Ba2Cu3O7.04,82.5
S-12351,Nd1Ba2Cu3O7.16,95.3
S-3232,Nd1Ba2Cu3S1O5,56
S-12986,Nd1Ba2Cu3S1O6,69
S-1522,Nd1Bi0.94Pb0.06S2F0.3O0.7,5.56
S-12872,Nd1Bi0.96Pb0.04S2F0.3O0.7,5.35
S-8701,Nd1Bi0.97Pb0.03S2F0.3O0.7,5.37
S-7049,Nd1Bi0.98Pb0.02S2F0.3O0.7,5.17
S-05,Nd1Bi0.99Pb0.01S2F0.3O0.7,4.85
S-3408,Nd1Bi0.9Pb0.1S2F0.3O0.7,4.83
S-3129,Nd1Bi1S2F0.1O0.9,4.24
S-16211,Nd1Bi1S2F0.29O0.71,5.2
S-9729,Nd1Bi1S2F0.2O0.8,5.12
S-5949,Nd1Bi1S2F0.3O0.74,3.51
S-5573,Nd1Bi1S2F0.4O0.6,5.25
S-4811,Nd1Bi1S2F0.5O0.5,4.64
S-12212,Nd1Bi1S2F0.6O0.4,4.35
S-8711,Nd1Bi1S2F0.7O0.3,4.5
S-9308,Nd1Bi1S2F0.7O0.63,5.24
S-14214,Nd1Bi1S2F0.9O0.62,5.44
S-2816,Nd1Bi1S2F0.3O0.7,4.43
S-12863,Nd1F0.5Bi0.84S2O0.5,4.5
S-8251,Nd1F0.7Bi1S2O0.7,4.78
S-8859,Nd1Fe0.5Ru0.5As1F0.11O0.89,14.1
S-12836,Nd1Fe0.7Ru0.3As1F0.11O0.89,21.3
S-6067,Nd1Fe0.85Rh0.15As1O1,14.7
S-14460,Nd1Fe0.85Ru0.15As1F0.11O0.89,34
S-10118,Nd1Fe0.8Rh0.2As1O1,10
S-5354,Nd1Fe0.8Ru0.2As1F0.11O0.89,22.1
S-6112,Nd1Fe0.95Co0.05As1F0.11O0.89,30.1
S-8051,Nd1Fe0.95Rh0.05As1O1,7.1
S-12522,Nd1Fe0.97Mn0.03As1F0.11O0.89,11.9
S-2703,Nd1Fe0.98Co0.02As1F0.11O0.89,40.1
S-13062,Nd1Fe0.98Mn0.02As1F0.11O0.89,27.1
S-16101,Nd1Fe0.98Ru0.02As1F0.11O0.89,46.6
S-6004,Nd1Fe0.99Mn0.01As1F0.11O0.89,38
S-3243,Nd1Fe0.9Co0.1As1F0.11O0.89,9
S-10131,Nd1Fe0.9Rh0.1As1O1,15.8
S-10450,Nd1Fe0.9Ru0.1As1F0.11O0.89,38.7
S-15789,Nd1Fe1As0.2P0.8F0.1O0.9,6.98
S-5768,Nd1Fe1As0.4P0.6F0.1O0.9,22.6
S-16275,Nd1Fe1As0.5P0.5F0.1O0.9,25.2
S-13916,Nd1Fe1As0.6P0.4F0.1O0.9,28
S-10394,Nd1Fe1As0.7P0.3F0.1O0.9,29.5
S-6278,Nd1Fe1As0.8P0.2F0.1O0.9,34.1
S-4349,Nd1Fe1As1F0.06O0.94,47.5
S-4648,Nd1Fe1As1F0.08O0.92,35
S-5067,Nd1Fe1As1F0.11O0.89,49.05
S-12147,Nd1Fe1As1F0.12O0.88,50
S-6575,Nd1Fe1As1F0.16O0.84,46
S-2488,Nd1Fe1As1F0.175O0.825,53
S-14635,Nd1Fe1As1F0.18O0.82,50.2
S-2134,Nd1Fe1As1F0.1O0.9,49.5
S-5635,Nd1Fe1As1F0.2O0.8,32.6
S-12308,Nd1Fe1As1O0.2,54
S-6670,Nd1Fe1As1O0.6,53.5
S-9611,Nd1Fe1As1O0.7,53.7
S-6733,Nd1Fe1As1O0.85,51.45
S-7544,Nd1Fe1As1O0.9,46.9
S-2160,Nd1Fe1P1F0.1O0.9,2.9
S-11210,Nd1Fe1P1O1,3.46
S-2919,Nd1Mo6S8,3.5
S-9686,Nd1Ni0.72Bi2.14,4.2
S-2342,Nd1Ni0.89Bi2,4.1
S-9118,Nd1Pt1.5Au0.6B2C1,3.2
S-8116,Nd1Pt2.1B2.4C1.2,2.91
S-5393,Nd1Pt4Ge12,0.7
S-14791,Nd1Rh4B4,5.32
S-8499,Nd1Rh6B6,5.4
S-8104,Nd2.1Cu1O4,30.35
S-13679,Nd2Ba4Cu7O14.525,66
S-5894,Nd2Ba4Cu7O15.38,35
S-8289,Nd2Cu1F0.1O4,6
S-9232,Nd2Cu1F0.22O3.78,24.5
S-2757,Nd2Cu1F0.24O3.76,27
S-8009,Nd2Cu1F0.2O4,13
S-8095,Nd2Cu1F0.3O4,19
S-11070,Nd2Cu1F0.4O4,23
S-8817,Nd2Cu1F0.5O4,18
S-13168,Nd2Cu1FO4,22
S-11451,Nd2Tl2Sr2Cu3O11,44
S-14544,Ni0.007Ru0.993,0.44
S-686,Ni0.011V0.989,3.82
S-4990,Ni0.02Ta1S2,3.325
S-12156,Ni0.02Ta1Se2,2.5
S-5989,Ni0.02V0.98,3.29
S-14123,Ni0.031Ru0.969,0.36
S-6285,Ni0.03V0.97,2.11
S-11069,Ni0.04Ta1S2,4.095
S-12104,Ni0.05Pd0.95Te2,1.4
S-8667,Ni0.05Rh0.04Ti0.91,3.5
S-15941,Ni0.05Ta1S2,2.68
S-5025,Ni0.05Zr1Te3,3.1
S-12608,Ni0.06Ta1S2,1.9
S-16001,Ni0.08Ru0.92,0.2
S-4640,Ni0.1Pd0.9Te2,1.3
S-15478,Ni0.1Zr0.9,1.5
S-11337,Ni0.22V0.78,0.35
S-13162,Ni0.5V0.16Zr0.34,0.43
S-14950,Ni14.3U85.7,0.53
S-8597,Ni16Zr84,3.06
S-4440,Ni17Zr83,3
S-4029,Ni18Zr82,2.98
S-14572,Ni19.5Zr78Mn2.5,1.41
S-1906,Ni19.75Zr79Mn1.25,1.92
S-16115,Ni1Sm1,1.6
S-1549,Ni1Ta2,0.9
S-1323,Ni1U6,0.54
S-14904,Ni1Zr2,1.99
S-12063,Ni1Zr3,3.35
S-6608,Ni2.5Cu1.5Zr8,1.09
S-9345,Ni20Zr80,3.51
S-14050,Ni21Zr79,3.06
S-3620,Ni22Zr78,3.47
S-10245,Ni24Zr76,3.12
S-16234,Ni25Th75,3.7
S-7428,Ni27Zr73,3.1
S-12268,Ni29Zr71,2.78
S-15538,Ni2As2Sr4Sc2O6,2.75
S-13947,Ni2Hf1Al1,0.74
S-10560,Ni2Hf1Ga1,1.12
S-13776,Ni2Nb1Al1,2.15
S-12538,Ni2Nb1Ga1,1.54
S-797,Ni2Nb1Sn1,3.15
S-8144,Ni2P2Sr4Sc2O6,3.53
S-5387,Ni2Zr0.5Nb0.5Ga1,2
S-7197,Ni2Zr0.7Nb0.3Ga1,2.3
S-2499,Ni2Zr0.85Nb0.15Ga1,2.4
S-9527,Ni2Zr1Al1,1.38
S-7223,Ni2Zr1Ga1,2.87
S-9268,Ni30Zr70,2.58
S-5639,Ni31Zr69,2.44
S-14012,Ni33Zr67,2.6
S-4166,Ni36.5Zr63.5,2.44
S-5430,Ni0.3Th0.7,1.97
S-7526,Ni40Zr60,2.31
S-6087,Ni45Zr55,2
S-5266,Np1Pd5Al2,4.97
S-8768,O0.03V0.97,2.4
S-270,Pd0.285Zr0.61O0.105,2.09
S-7400,O0.105Rh0.285Zr0.61,11.8
S-5811,O0.14Rh0.287Ti0.573,3.37
S-6169,O0.86Ti1,0.47
S-11556,O0.91Ti1,0.7
S-7298,O0.92Ti1,0.72
S-5628,O0.95Ti1,0.8
S-12979,O1.06Ti1,0.54
S-9343,O1.07Ti1,1
S-13231,O1Ti1,0.72
S-14540,O1W3,3.35
S-7509,O2,0.65
S-7392,O3Sr0.08W1,3
S-14208,O3Tl0.03W1,2.07
S-3265,Os0.001Re0.999,1.71
S-7137,Os0.002Re0.998,1.71
S-10100,Os0.006Re0.994,1.76
S-5423,Os0.01Zr0.99,1.52
S-3430,Os0.025Zr0.975,2.97
S-4076,Os0.0275Re0.9725,1.84
S-11516,Os0.02Re0.98,1.807
S-11265,Os0.046Re0.954,1.92
S-11379,Os0.058Re0.942,1.93
S-14496,Os0.05Rh0.04Ti0.91,3.5
S-6478,Os0.05Zr0.95,5.38
S-2305,Os0.065Re0.935,1.92
S-13462,Os0.06Re0.94,1.93
S-3117,Os0.06Zr0.94,5.65
S-3558,Os0.075W0.925,0.9
S-8429,Os0.07Zr0.93,5.66
S-3925,Os0.084Re0.916,1.88
S-932,Os0.113Re0.887,1.79
S-2189,Os0.115Re0.885,1.79
S-6048,Os0.15W0.85,2.2
S-1071,Os0.1W0.9,1.5
S-4238,Os0.1Zr0.9,5.17
S-5898,Os0.232Re0.768,1.67
S-13095,Os0.32Rh0.68,0.0376
S-4475,Os0.333Ru0.667,0.47
S-6057,Os0.34W0.66,3.81
S-14667,Os0.362Re0.638,1.35
S-9003,Os0.3Re0.7,1.54
S-15494,Os0.432Re0.568,1.18
S-14170,Os0.55V0.45,5.04
S-2900,Os0.56Re0.44,0.94
S-8898,Os0.5V0.5,5.15
S-16217,Os0.666Ru0.334,0.569
S-7121,Os0.74W0.26,4.4
S-1040,Os0.7Re0.3,0.8
S-4078,Os0.81Re0.19,0.73
S-11824,Os0.89Re0.11,0.7
S-5716,Os0.97Rh0.03,0.09
S-6728,Os0.9Ru0.1,0.584
S-8995,Os1,0.65
S-4318,Re1Y1Os1,2
S-6656,Os1Ta1,1.95
S-1113,Os1Ti1,0.46
S-4392,Os1W3,3.01
S-5819,Os2.76Re97.24,1.844
S-16352,Os2Sc1,4.6
S-12925,Os2Y1,4.7
S-11949,Os2Zr1,2.97
S-6190,Os3Th7,1.51
S-9930,Os8.33Re91.67,1.876
S-3761,P0.2Si0.8V3,16.6
S-14395,P0.3Si0.7V3,14.75
S-8562,P0.95Zr1,4.6
S-8044,P1,6.61
S-892,P1Pb1,7.8
S-2354,P1Pd3,0.35
S-6301,P1Rh1,1.22
S-15958,P1Rh2,1.3
S-14835,P1Sn1,4
S-7770,P1W1,0.834
S-9218,P1W3,2.76
S-7614,P1Zr3,4.5
S-3809,P3Pd7,0.85
S-9847,P3Sn4,1.24
S-9485,P4W14O50,0.39
S-13471,Pa0.75Zr0.25,1.54
S-98,Pa1,0.91
S-12005,Pb0.01Sn0.99,3.752
S-3341,Pb0.06Tl0.94,2.7
S-2345,Pb0.16Sn0.64In0.2Te1,3.31
S-6162,Pb0.18Sn0.74In0.08Te1,2.85
S-9395,Pb0.196Sn0.784In0.02Te1,1.68
S-14463,Pb0.19Sn0.76In0.05Te1,2.76
S-3321,Pb0.1Yb0.9Mo6Se8,6.3
S-15257,Pb0.2375Sn0.7125In0.05Te1,2.66
S-12106,Pb0.252Sn0.588In0.16Te1,3.92
S-4930,Pb0.28Sn0.72,7.05
S-5441,Pb0.2Yb0.8Mo6Se8,6.7
S-1701,Pb0.32Sn0.48In0.2Te1,4.19
S-5536,Pb0.352Sn0.528In0.12Te1,3.6
S-13362,Pb0.35Sn0.35In0.3Te1,4.8
S-14098,Pb0.35Sn0.53In0.12Te1,3.5
S-4026,Pb0.35Tl0.65,3.8
S-6759,Pb0.36Sn0.64,7.75
S-289,Sn0.57Pb0.38In0.05Te1,0.69
S-8778,Pb0.3Yb0.7Mo6Se8,7.1
S-13454,Pb0.42Sn0.42In0.16Te1,3.8
S-4253,Pb0.43Sn0.43In0.16Te1,4.17
S-10637,Pb0.445Sn0.445In0.13Te1,3.2
S-13647,Pb0.4Sn0.4In0.2Te1,4.12
S-15507,Pb0.4Tl0.6,4.67
S-1826,Pb0.4Yb0.6Mo6Se8,7.9
S-11298,Pb0.52Tl0.48,5.54
S-2494,Pb0.57Sn0.43,7.45
S-2910,Pb0.58Sn0.58Ti2Se5.16,3.6
S-3049,Pb0.5Ca1Sr2Y0.5Cu2O6.93,30
S-9176,Pb0.5Ca1Sr2Y0.5Cu2O6.95,50
S-14512,Pb0.5Ca1Sr2Y0.5Cu2O6.97,55
S-6623,Pb0.5Ca1Sr2Y0.5Cu2O7,62
S-1098,Pb0.5Cd0.5Sr1.5Ba0.5Ca0.5Y0.5Cu2O7,49
S-15272,Pb0.5Cd0.5Sr1.6Ba0.4Ca0.5Y0.5Cu2O7,36
S-13687,Pb0.5Cd0.5Sr2Tb0.5Ca0.5Cu2O7,19
S-10195,Pb0.5Cd0.5Sr2Tb0.6Ca0.4Cu2O7,19
S-8947,Pb0.5Cu1.5Sr0.9La1.1O5.02,38.5
S-12633,Pb0.5Sr1.75Nd0.25Eu1.5Ce0.5Cu2.5O9,32
S-11555,Pb0.5Sr1.8Ba0.2Y0.85Ca0.15Cu2.5O6.98,25
S-12524,Pb0.5Sr2Ca0.5Dy0.5Cu2.5O7,65.9
S-1160,Pb0.5Sr2Ca0.5Er0.5Cu2.5O7,70
S-7048,Pb0.5Sr2Ca0.5Eu0.5Cu2.5O7,60
S-15792,Pb0.5Sr2Ca0.5Gd0.5Cu2.5O7,60
S-2577,Pb0.5Sr2Ca0.5Ho0.5Cu2.5O7,67.9
S-663,Pb0.5Sr2Ca0.5Nd0.5Cu2.5O7,60
S-15056,Pb0.5Sr2Ca0.5Sm0.5Cu2.5O7,62
S-6911,Pb0.5Sr2Ca0.5Tm0.5Cu2.5O7,72
S-5799,Pb0.5Sr2Ca1Cu2.5O6.8,115
S-6824,Pb0.5Sr2Y0.6Ca0.4Cu2.5O6.97,67
S-5912,Pb0.5Yb0.5Mo6Se8,8.7
S-4420,Pb0.696Sn0.464Ti2Se5.16,3.82
S-7542,Pb0.6Tl0.4,5.8
S-11412,Pb0.6Yb0.4Mo6Se8,9.2
S-14364,Pb0.73Tl0.27,6.43
S-16295,Pb0.79Tl0.21,6.43
S-4791,Pb0.7Eu0.3Gd0.2Mo6S8,14.3
S-2796,Pb0.7Eu0.3Mo6.35S8,12.3
S-11457,Pb0.7Hg0.3Sr2Nd0.3Ca0.7Cu2O6.6,90
S-10945,Pb0.7Hg0.3Sr4Cu2C1O10,68
S-10855,Pb0.7Yb0.3Mo6Se8,10.2
S-12439,Pb0.812Sn0.348Ti2Se5.16,4.02
S-1265,Pb0.85Tl0.15,6.73
S-9252,Pb0.89Tl0.11,6.88
S-5110,Pb0.8Pt0.2,2.8
S-6710,Pb0.8Sr0.8Ba1.2Y0.7Ca0.3Cu3.2O8.3,75
S-14296,Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O7.59,40
S-13985,Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O8.28,74
S-10127,Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O8.35,77
S-5915,Pb0.8Yb0.2Mo6Se8,12.2
S-1428,Pb0.928Sn0.232Ti2Se5.16,4.53
S-6065,Pb0.92Mo6S7.5,14.29
S-169,Pb0.93Tl0.075,6.98
S-5353,Pb0.95Sb0.05,7.83
S-13431,Pb0.95Sn0.05,7.268
S-1979,Pb0.95Tl0.025Bi0.025,7.214
S-934,Pb0.95Tl0.05,7.055
S-6100,Pb0.96Tl0.04,7.06
S-6389,Pb0.975Tl0.0125Na0.0125Te1,1.71
S-15014,Pb0.9769Sn0.0231,7.213
S-5114,Pb0.982Tl0.01In0.008Te1,0.818
S-14461,Pb0.9848Tl0.0152,7.135
S-14393,Pb0.985Tl0.005Na0.01Te1,1.38
S-4977,Pb0.985Tl0.015Te1,1.4
S-16319,Pb0.985Tl0.01In0.005Te1,0.954
S-11200,Pb0.986Tl0.014Te1,1.38
S-13809,Pb0.9875Tl0.0125Te1,1.35
S-5537,Pb0.987Tl0.0125Na0.005Te1,1.87
S-338,Pb0.987Tl0.013Te1,1.32
S-15392,Pb0.989Tl0.011Te1,1.16
S-4800,Pb0.98Cu0.036Mo6S8,14.8
S-15119,Pb0.9904Sb0.0096,7.29
S-14433,Pb0.9922Tl0.0078Te1,0.51
S-8203,Pb0.996Tl0.004Te1,0.061
S-6238,Pb0.99Tl0.005Na0.005Te1,1.61
S-11144,Pb0.99Tl0.01Te1,1.22
S-15667,Pb0.9Cu0.18Mo6S8,13.65
S-15803,Pb0.9Pt0.1Te2,1.65
S-1501,Pb0.9Sb0.1,6.28
S-13224,Pb0.9Sn0.1,7.17
S-10048,Pb0.9Yb0.1Mo6Se8,12.3
S-4836,Pb0.9Zn0.1,7.12
S-5312,Pb1,7.19
S-4753,Pb1.044Sn0.116Ti2Se5.16,4.19
S-4006,Pb1.12Nb2Se5.12,2.9
S-3481,Pb1.13Ta1S3.13,3.08
S-14236,Pb1.14Nb1S3.14,2.72
S-9488,Pb1.14Nb2Se5.14,3.4
S-4504,Pb1.14Nb3Se7.14,4.8
S-532,Pb1.14Ta2S5.14,3.3
S-7538,Pb1.16Ti2Se5.16,2.78
S-5150,Pb1.2Mo6Se8,4.32
S-10987,Pb1.9Rh1,1.32
S-14577,Pb1Mo5.1S4,14.51
S-2961,Pb1Mo6.35S8,12.3
S-4683,Pb1Mo6S1Se7,7.13
S-4413,Pb1Mo6S2Se6,4.92
S-13411,Pb1Mo6S4Se4,3.2
S-8236,Pb1Mo6S4Se5,3.64
S-11260,Pb1Mo6S5Se3,4.3
S-7467,Pb1Mo6S6O2,11.7
S-7852,Pb1Mo6S6Se2,5.4
S-6964,Mo6Pb1S7,12.55
S-12687,Pb1Mo6S7.5Se0.5,10.6
S-9097,Pb1Mo6S7.9Se0.1,12.7
S-10016,Pb1Mo6S7Se1,8.4
S-15714,Pb1Mo6S8,13.63
S-820,Pb1Mo6Se7.55,5
S-11339,Pb1Mo6Se8,3.85
S-1490,Pb1Nb1S3,2.53
S-10772,Pb1Pt1,7.2
S-7081,Pb1Sb1,4.05
S-8485,Pb1Se1Eu1S1,2.48
